group_index,hnu_center_eV,hnu_low_eV,hnu_high_eV
376,11.2742507273,11.1695184936,11.3799649944
377,11.4866705031,11.3799649944,11.5943765478
378,11.7030925103,11.5943765478,11.8128278602
379,11.9235921557,11.8128278602,12.035395045
380,12.1482462665,12.035395045,12.2621556501
381,12.3771331177,12.2621556501,12.4931886843
382,12.6103324589,12.4931886843,12.7285746451
383,12.8479255423,12.7285746451,12.9683955465
384,13.0899951511,12.9683955465,13.212734948
385,13.3366256282,13.212734948,13.4616779831
386,13.5879029054,13.4616779831,13.7153113897
387,13.8439145339,13.7153113897,13.9737235398
388,14.1047497142,13.9737235398,14.2370044702
389,14.3704993276,14.2370044702,14.5052459144
390,14.6412559676,14.5052459144,14.7785413342
391,14.9171139723,14.7785413342,15.0569859522
392,15.1981694572,15.0569859522,15.3406767852
393,15.4845203489,15.3406767852,15.6297126779
394,15.7762664188,15.6297126779,15.9241943373
395,16.0735093183,15.9241943373,16.2242243679
396,16.3763526139,16.2242243679,16.5299073074
397,16.6849018235,16.5299073074,16.841349663
398,16.999264453,16.841349663,17.1586599487
399,17.319550034,17.1586599487,17.481948723
400,17.6458701615,17.481948723,17.8113286276
401,17.9783385334,17.8113286276,18.1469144261
402,18.3170709896,18.1469144261,18.4888230449
403,18.6621855526,18.4888230449,18.837173613
404,19.0138024686,18.837173613,19.1920875042
405,19.3720442493,19.1920875042,19.5536883789
406,19.7370357149,19.5536883789,19.9221022276
407,20.1089040371,19.9221022276,20.2974574145
408,20.4877787836,20.2974574145,20.6798847223
409,20.8737919637,20.6798847223,21.0695173979
410,21.2670780734,21.0695173979,21.4664911986
411,21.6677741432,21.4664911986,21.8709444397
412,22.0760197852,21.8709444397,22.2830180424
413,22.4919572418,22.2830180424,22.7028555829
414,22.9157314358,22.7028555829,23.1306033428
415,23.3474900202,23.1306033428,23.5664103596
416,23.78738343,23.5664103596,24.0104284789
417,24.2355649346,24.0104284789,24.4628124074
418,24.6921906914,24.4628124074,24.9237197664
419,25.1574197995,24.9237197664,25.393311147
420,25.631414356,25.393311147,25.8717501662
421,26.114339512,25.8717501662,26.3592035237
422,26.6063635301,26.3592035237,26.8558410598
423,27.1076578434,26.8558410598,27.361835815
424,27.6183971147,27.361835815,27.87736409
425,28.138759298,27.87736409,28.4026055072
426,28.6689256998,28.4026055072,28.9377430733
427,29.2090810429,28.9377430733,29.4829632431
428,29.7594135303,29.4829632431,30.0384559843
429,30.320114911,30.0384559843,30.604414844
430,30.891380547,30.604414844,31.1810370158
431,31.4734094808,31.1810370158,31.7685234087
432,32.0664045052,31.7685234087,32.367078717
433,32.670572234,32.367078717,32.9769114917
434,33.2861231737,32.9769114917,33.5982342133
435,33.9132717969,33.5982342133,34.2312633654
436,34.5522366173,34.2312633654,34.8762195107
437,35.2032402657,34.8762195107,35.5333273672
438,35.8665095672,35.5333273672,36.2028158871
439,36.5422756207,36.2028158871,36.8849183363
440,37.2307738795,36.8849183363,37.5798723756
441,37.9322442327,37.5798723756,38.2879201438
442,38.6469310896,38.2879201438,39.0093083415
443,39.375083464,39.0093083415,39.7442883177
444,40.1169550619,39.7442883177,40.4931161572
445,40.8728043689,40.4931161572,41.2560527694
446,41.6428947413,41.2560527694,42.0333639799
447,42.4274944968,42.0333639799,42.8253206224
448,43.2268770089,42.8253206224,43.6321986336
449,44.0413208017,43.6321986336,44.4542791493
450,44.8711096468,44.4542791493,45.2918486019
451,45.7165326626,45.2918486019,46.1451988207
452,46.5778844148,46.1451988207,47.0146271335
453,47.4554650189,47.0146271335,47.9004364699
454,48.3495802452,47.9004364699,48.8029354671
455,49.2605416247,48.8029354671,49.7224385774
456,50.1886665583,49.7224385774,50.6592661778
457,51.1342784269,50.6592661778,51.6137446814
458,52.0977067045,51.6137446814,52.5862066514
