temp_eV,rho_gcc,mode,label,kross_scattering,kplanck,krosseland,krosseland_absorption,status,h5_path
234.61468878976413,1e-17,fac-opacity-cowan-state,T234p615_rho1em17,0.3394260844158119,1.5946713821051178e-09,0.33942608454967055,1.2936858241767778e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho1em17/fac-opacity-cowan-state/starout.h5
234.61468878976413,1.4370779141993746e-17,fac-opacity-cowan-state,T234p615_rho1p43708em17,0.3394260844196011,1.594671788559529e-09,0.33942608455345996,1.2936871710168936e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho1p43708em17/fac-opacity-cowan-state/starout.h5
234.61468878976413,2.065192931479625e-17,fac-opacity-cowan-state,T234p615_rho2p06519em17,0.3394260844240615,1.5946723610458427e-09,0.3394260845579205,1.2936891111672047e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho2p06519em17/fac-opacity-cowan-state/starout.h5
234.61468878976413,2.9678431503900313e-17,fac-opacity-cowan-state,T234p615_rho2p96784em17,0.3394260843757916,1.5946731642584206e-09,0.3394260845096507,1.2936918947216292e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho2p96784em17/fac-opacity-cowan-state/starout.h5
234.61468878976413,4.2650218442334076e-17,fac-opacity-cowan-state,T234p615_rho4p26502em17,0.3394260843812024,1.5946743020531443e-09,0.33942608451506207,1.2936958988148244e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho4p26502em17/fac-opacity-cowan-state/starout.h5
234.61468878976413,6.129168695925715e-17,fac-opacity-cowan-state,T234p615_rho6p12917em17,0.33942608438676947,1.594675912455186e-09,0.3394260845206297,1.2937016497487573e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho6p12917em17/fac-opacity-cowan-state/starout.h5
234.61468878976413,8.808092965317026e-17,fac-opacity-cowan-state,T234p615_rho8p80809em17,0.3394260843927812,1.5946782090304753e-09,0.3394260845266422,1.2937099131407986e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho8p80809em17/fac-opacity-cowan-state/starout.h5
234.61468878976413,1.2657915866672028e-16,fac-opacity-cowan-state,T234p615_rho1p26579em16,0.3394260843992616,1.5946814861697205e-09,0.3394260845331239,1.293721790000639e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho1p26579em16/fac-opacity-cowan-state/starout.h5
234.61468878976413,1.819041133178821e-16,fac-opacity-cowan-state,T234p615_rho1p81904em16,0.33942608440515415,1.5946861750534837e-09,0.33942608453901807,1.2937388476600606e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho1p81904em16/fac-opacity-cowan-state/starout.h5
234.61468878976413,2.6141038375114865e-16,fac-opacity-cowan-state,T234p615_rho2p6141em16,0.3394260844113182,1.5946928700355677e-09,0.3394260845451847,1.2937633640546292e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho2p6141em16/fac-opacity-cowan-state/starout.h5
234.61468878976413,3.7566708903116036e-16,fac-opacity-cowan-state,T234p615_rho3p75667em16,0.33942608441611993,1.5947024575477495e-09,0.33942608454998996,1.2937985892358293e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho3p75667em16/fac-opacity-cowan-state/starout.h5
234.61468878976413,5.398628767382507e-16,fac-opacity-cowan-state,T234p615_rho5p39863em16,0.33942608441773137,1.5947980599498476e-09,0.33942608455197576,1.2974760115876292e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho5p39863em16/fac-opacity-cowan-state/starout.h5
234.61468878976413,7.758250168566793e-16,fac-opacity-cowan-state,T234p615_rho7p75825em16,0.3394257162947649,1.7419568065244107e-09,0.33942571643265157,1.3330086152283093e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho7p75825em16/fac-opacity-cowan-state/starout.h5
234.61468878976413,1.1149209970080914e-15,fac-opacity-cowan-state,T234p615_rho1p11492em15,0.3394249526428923,2.088222382408181e-09,0.3394249527873203,1.3967654920187063e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho1p11492em15/fac-opacity-cowan-state/starout.h5
234.61468878976413,1.6022283408774753e-15,fac-opacity-cowan-state,T234p615_rho1p60223em15,0.3394242093056276,2.4907944185466235e-09,0.33942420945591684,1.4541669480865256e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho1p60223em15/fac-opacity-cowan-state/starout.h5
234.61468878976413,2.3025269621793266e-15,fac-opacity-cowan-state,T234p615_rho2p30253em15,0.33942349047574577,2.9404876376174244e-09,0.339423490634215,1.5343043451887113e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho2p30253em15/fac-opacity-cowan-state/starout.h5
234.61468878976413,3.308910644196489e-15,fac-opacity-cowan-state,T234p615_rho3p30891em15,0.3394227352595604,3.4175101926297175e-09,0.33942273543024654,1.6537924911977893e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho3p30891em15/fac-opacity-cowan-state/starout.h5
234.61468878976413,4.755162406834019e-15,fac-opacity-cowan-state,T234p615_rho4p75516em15,0.3394216597644912,3.899581433115562e-09,0.33942165995190593,1.8177456246200554e-10,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T234p615_rho4p75516em15/fac-opacity-cowan-state/starout.h5
