temp_eV,rho_gcc,mode,label,kross_scattering,kplanck,krosseland,krosseland_absorption,status,h5_path
0.5,1e-17,fac-opacity-cowan-state,T0p5_rho1em17,0.28201414363230287,5.688769062040253,0.31186942620960334,0.029855279508904604,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho1em17/fac-opacity-cowan-state/starout.h5
0.5,1.4370779141993746e-17,fac-opacity-cowan-state,T0p5_rho1p43708em17,0.28169776910831373,7.4302950072352,0.3136349391687657,0.031937166778088937,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho1p43708em17/fac-opacity-cowan-state/starout.h5
0.5,2.065192931479625e-17,fac-opacity-cowan-state,T0p5_rho2p06519em17,0.2812462901400669,9.559150310688157,0.3151781994474039,0.033931905819963165,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho2p06519em17/fac-opacity-cowan-state/starout.h5
0.5,2.9678431503900313e-17,fac-opacity-cowan-state,T0p5_rho2p96784em17,0.2806032275375307,12.11384825276023,0.3163813044431008,0.03577807322845524,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho2p96784em17/fac-opacity-cowan-state/starout.h5
0.5,4.2650218442334076e-17,fac-opacity-cowan-state,T0p5_rho4p26502em17,0.27968997640881976,15.13698904984438,0.317122436679185,0.03743245642321987,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho4p26502em17/fac-opacity-cowan-state/starout.h5
0.5,6.129168695925715e-17,fac-opacity-cowan-state,T0p5_rho6p12917em17,0.27839867957698494,18.67127114414355,0.3172753347700678,0.03887665119750963,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho6p12917em17/fac-opacity-cowan-state/starout.h5
0.5,8.808092965317026e-17,fac-opacity-cowan-state,T0p5_rho8p80809em17,0.276584299243833,22.74177463247629,0.3166989556020919,0.0401146522354491,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho8p80809em17/fac-opacity-cowan-state/starout.h5
0.5,1.2657915866672028e-16,fac-opacity-cowan-state,T0p5_rho1p26579em16,0.27405732783031256,27.33012281092135,0.3152210402130084,0.04116370815206862,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho1p26579em16/fac-opacity-cowan-state/starout.h5
0.5,1.819041133178821e-16,fac-opacity-cowan-state,T0p5_rho1p81904em16,0.2705801216742155,32.35766847917881,0.31262295365457204,0.042042827659377585,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho1p81904em16/fac-opacity-cowan-state/starout.h5
0.5,2.6141038375114865e-16,fac-opacity-cowan-state,T0p5_rho2p6141em16,0.2658718287573786,37.69526326494609,0.30863410594255364,0.042762272790254546,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho2p6141em16/fac-opacity-cowan-state/starout.h5
0.5,3.7566708903116036e-16,fac-opacity-cowan-state,T0p5_rho3p75667em16,0.25962837421784696,43.200948817759034,0.3029439492178746,0.04331557054824136,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho3p75667em16/fac-opacity-cowan-state/starout.h5
0.5,5.398628767382507e-16,fac-opacity-cowan-state,T0p5_rho5p39863em16,0.25156287077278294,48.764620172298784,0.29523822158531704,0.043675346323771784,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho5p39863em16/fac-opacity-cowan-state/starout.h5
0.5,7.758250168566793e-16,fac-opacity-cowan-state,T0p5_rho7p75825em16,0.24146556021632334,54.331514877717346,0.28526082403607617,0.043795259318666305,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho7p75825em16/fac-opacity-cowan-state/starout.h5
0.5,1.1149209970080914e-15,fac-opacity-cowan-state,T0p5_rho1p11492em15,0.2292707824728189,59.89248658759672,0.27289063107502853,0.04361984411915153,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho1p11492em15/fac-opacity-cowan-state/starout.h5
0.5,1.6022283408774753e-15,fac-opacity-cowan-state,T0p5_rho1p60223em15,0.2151072423769045,65.45271324939544,0.25820779577307096,0.043100548966479184,ok,/home/elads/STAR/full_grid_solar_opacity/runs/T0p5_rho1p60223em15/fac-opacity-cowan-state/starout.h5
